Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Points (Total),id,Date_earliest,song_count,Points (Total)_grouped,date_difference
2023-05-29,-0.8389034542066047,-0.8160703299107699,-0.6704415018400978,-0.4950957518515205,-0.5188057355590601,-0.1397406214019026,-0.06758553537571219,176,2LBqCSwhJGcFQeTHMVGwy3,2017-01-01,481,63185,2339 days
2023-05-29,0.6402281607267405,0.4942799660187447,0.6271028159065505,-0.42281234679384977,-0.7875412752880008,-0.1397406214019026,0.2539488929472472,175,4FAKtPVycI4DxoOHC01YqD,2023-01-13,137,25686,136 days
2023-05-29,0.37743827990101914,-1.1179647608357073,-1.2890549106606497,0.11415009077741786,2.6280007457830505,-0.1397406214019026,-0.7597777074598615,174,7txjUEY6McJDJKqIo1Rxjp,2023-05-12,18,3045,17 days
2023-05-29,-0.012992400182909772,1.0081428271675745,-1.0621462197874119,-0.619010160521813,0.09235089511482099,-0.1397406214019026,1.4909632908008559,173,6AQbmUe0Qwf5PZnt4HmTXv,2022-12-05,144,22500,175 days
2023-05-29,-1.5596985559000112,-1.9272987671451136,-2.2552120105655282,-0.8771651785849226,2.073191889568464,1.4317676363056944,-1.5948740699097703,172,6GGtHZgBycCgGBUhZo81xe,2023-05-19,11,1905,10 days
2023-05-29,-1.094185052723019,0.3208512503810146,-0.1476898342587143,0.48589331678829556,-0.4927990704240013,-0.1397406214019026,0.18249679776436725,171,1BxfuPKGuaTgP7aM0Bbdwr,2019-08-23,113,12824,1375 days
2023-05-29,-1.0266105119392621,2.0101754064077912,0.5825827563048392,-0.7842293720822031,-0.9825912638009414,-0.1397406214019026,-0.9785997489574312,170,4uUG5RXrOk84mYEfFvj3cK,2022-08-26,277,51963,276 days
2023-05-29,-0.9290028419182806,-1.1757743327149508,-1.0459897465448553,-0.8771651785849226,1.3146641564625832,-0.1397406214019026,-1.050051844140311,169,78Sw5GDo6AlGwTwanjXbGh,2022-10-23,215,34439,218 days
2023-05-29,-0.19319117560626076,0.8347141115298444,-0.4320437633277086,-0.701619766302008,-0.35843130055953104,-0.1397406214019026,-1.268873885637881,168,3xYJScVfxByb61dYHTwiby,2023-05-26,4,726,3 days
2023-05-29,0.6477364430360468,1.1173386851617,1.8990337380726658,-0.5777053576317155,-0.5794879542075305,-0.1397406214019026,1.6517305049623359,167,2mpoNBkngUEwnaKoBhZ0vl,2023-01-25,125,21938,124 days
2023-05-29,-0.936511124227587,-1.4776687636398878,-0.8348784961754505,-0.43313854751637415,1.3883497076785831,-0.1397406214019026,0.7585793151763366,166,26b3oVLrRUaaybJulow9kz,2023-01-11,139,19512,138 days
2023-05-29,-0.005484117873603446,0.9631798268170518,-0.400807915058766,-0.6603149634119105,-0.5708190658291776,-0.1397406214019026,1.334661832588306,165,4fYte8ZvTK14NEhAOZocBi,2023-02-15,104,17205,103 days
2023-05-29,-0.20069945791556706,1.239381114684547,1.8995399742342658,-0.6396625619668618,-0.9089057125849417,-0.1397406214019026,1.1247713029885964,164,1vYXt7VSjH9JIM5oRRo7vA,2023-05-26,4,677,3 days
2023-05-29,-0.4184396448854505,0.3465443934384561,-0.5659629748715658,-0.5983577590767644,1.2453130494357598,-0.1397406214019026,1.6651277728091258,163,0JmnkIqdlnUzPaf8sqBRs3,2023-03-03,78,9146,87 days
2023-05-29,-1.1467430288881633,0.8154442542367633,-0.3372591203047105,-0.3608551424587036,0.053340897412232795,-0.1397406214019026,-0.9830655049063611,162,1DmW5Ep6ywYwxc2HMT5BG6,2023-03-12,21,3367,78 days
2023-05-29,-1.9200961067467144,-0.732567614974085,1.898240275720087,-0.670641164134435,2.1078674430818753,-0.1397406214019026,-1.7154494805308802,161,7jtQIBanIiJOMS6RyCx6jZ,2021-04-08,775,101089,781 days
2023-05-29,-1.371991498167353,-0.37928689793426523,0.17759382702475646,-0.8048817735272519,1.8304630149745822,2.820542375675199,-1.6529288972458602,160,5odlY52u43F5BjByhxg7wg,2022-10-11,231,38859,230 days
2023-05-29,-1.1016933350323252,-0.6554881858017605,-0.015565786408474516,-0.8358603756948251,2.3679340944324636,-0.1397406214019026,-0.8089010228980912,159,1Y3LN4zO1Edc2EluIoSPJN,2022-12-03,178,29708,177 days
2023-05-29,-0.14063319944111646,-0.41782661252042747,-0.617304656509023,1.714711202768697,-0.3887724098837663,-0.1397406214019026,-0.16583216625217215,158,7MXVkk9YMctZqd1Srtv4MB,2017-05-03,493,53377,2217 days
2023-05-29,-0.5160473149064327,0.5199731090761861,-0.05362325671316315,-0.701619766302008,-0.9869257079901179,-0.1397406214019026,-0.7195859039194915,157,3Ua0m0YmEjrMi9XErKcNiR,2023-03-25,66,11089,65 days
2023-05-29,0.5576370553243709,0.500703251783105,-0.48877093604601807,-0.13367872656316718,-0.3410935238028252,-0.1397406214019026,1.1738946184268264,156,1lRtH4FszTrwwlK5gTSbXO,2023-01-06,144,24049,143 days
2023-05-29,-2.0177037767676964,0.05749653404224007,-0.6934195971184003,-0.8461865764173494,-0.9912601521792944,-0.1397406214019026,-1.0634491119871012,155,3AJwUDP919kvQ9QcozQPxg,2020-11-09,881,67644,931 days
2023-05-29,0.8204269361500923,-0.3664403264055445,1.898728560244751,-0.7945555728047274,0.34374865808705574,-0.1397406214019026,-0.5856132254515916,154,2VzCjpKvPB1l1tqLndtAQa,2023-02-25,93,12295,93 days
2023-05-29,1.0306588408106687,0.17311567780072676,-0.01197545902123974,-0.7635769706371544,1.5270519217322296,-0.1397406214019026,1.459702999158346,153,3tt9i3Hhzq84dPS8H7iSiJ,2023-03-17,74,12325,73 days
2023-05-29,0.10714011676599143,-1.2143140473011125,-0.7551732281788385,-0.30922413884608163,-0.9522501544767061,-0.1397406214019026,-1.4162438319525708,152,0NZPBYD5qbEWRs3PrGiRkT,2023-01-27,123,22153,122 days
2023-05-29,0.6026867491802089,-0.12877875312421072,1.8992994222993211,-0.6293363612443374,0.1877086672767032,-0.1397406214019026,-0.11224309486501216,151,4nrPB8O7Y7wsOCJdgXkthe,2023-01-12,138,25614,137 days
2023-05-29,0.46753766761269505,0.327274536145375,-0.041775176335288385,-0.5777053576317155,-0.5534812890724718,-0.1397406214019026,0.20929133345794726,150,1u8c2t2Cy7UBoG4ArRcF5g,2017-06-09,550,34022,2180 days
2023-05-29,1.5262054732248862,-0.40498004099170676,-0.5088767694145327,1.8489518121615134,-0.9869257079901179,-0.1397406214019026,-0.5543529338090816,149,1zsPaEkglFvxjAhrM8yhpr,2022-10-14,228,38746,227 days
2023-05-29,-0.6962460903297846,0.47501010872566357,0.2802771902996711,-0.8152079742497763,0.5821430884917611,-0.1397406214019026,-0.5811474695026615,148,4JdSXF2p71cr8uCY3UiJM0,2023-04-17,43,5524,42 days
2023-05-29,-0.25325743408071133,-1.6125577646914553,-2.024353959566332,-0.7842293720822031,2.4936329759185805,-0.1397406214019026,-0.9294764335192012,147,4zmKGsrXjLmljb5fTaBTot,2023-05-26,4,671,3 days
2023-05-29,-0.11060007020389116,0.7190949677713577,-0.25109126301107587,-0.6809673648569593,-0.8135479404230596,-0.1397406214019026,-1.7243809924287403,146,0PB0O24JqAuNdOAFVJljMS,2023-03-17,74,11927,73 days
2023-05-29,-1.3794997804766593,0.500703251783105,-0.2291902659489437,-0.5157481532965693,-0.9955945963684708,-0.1397406214019026,-0.8446270704895312,145,0VjIjW4GlUZAMYd2vXMi3b,2020-03-21,1165,198468,1164 days
2023-05-29,-1.5897316851372365,-0.2251280395896163,-0.6532079303813708,-0.8358603756948251,-0.5881568425858834,-0.1397406214019026,-0.4739693267283418,144,1mea3bSkSGXuIRvnydlB5b,2022-08-23,277,22946,279 days
2023-05-29,-0.4559810564319821,0.1666923920363664,0.5377036639644045,1.6114491955434531,-0.0940302050197669,-0.1397406214019026,-1.201887546403931,143,561jH07mF1jHuk7KlaeF0s,2022-10-15,227,35812,226 days
2023-05-29,-0.636179831855334,-0.4563663271065897,-1.1820631545210534,-0.701619766302008,1.3276674890301126,-0.1397406214019026,0.12444197042827776,142,4R2kfaDFhslZEMJqAFNpdd,2020-07-25,175,17916,1038 days
2023-05-29,-0.7187709372577036,1.6568946893679712,0.6791625630214547,-0.8152079742497763,-0.9955945963684708,-0.1397406214019026,-1.3179972010761107,141,3BKD1PwArikchz2Zrlp1qi,2023-04-07,51,5127,52 days
2023-05-29,0.4750459499220014,-0.8160703299107699,1.8988326797389807,-0.16465732873074035,0.9072264026799958,-0.1397406214019026,0.03512685144967779,140,3USxtqRwSYz57Ewm6wWRMp,2023-04-14,46,5779,45 days
2023-05-29,-0.6436881141646402,0.9952962556388537,1.9003011236403595,-0.7842293720822031,-0.7832068310988243,0.1891797116066642,-0.5588186897580115,139,2QjOHCTQ1Jl3zawyYOpxh6,2020-08-17,1008,142511,1015 days
2023-05-29,0.13717324600321673,-0.7775306153246077,-0.7393757876750054,0.12447629149994224,-0.6965179473152949,-0.1397406214019026,-0.7999695110002315,138,2HbKqm4o0w5wEeEFXm2sD4,2020-08-13,159,7242,1019 days
2023-05-29,-0.823886889587992,0.8925236834090877,-0.10747816752168479,-0.7222721677470567,-0.9912601521792944,-0.0849205659004748,-0.16136641030324214,137,0ug5NqcwcFR2xrfTkc7k8e,2017-06-09,80,7223,2180 days
2023-05-29,-0.6211632672367213,-0.23155132535397668,-0.440660549057072,-0.4950957518515205,-0.7311935008287067,-0.1397406214019026,-2.01018937316026,136,4i6cwNY6oIUU2XZxPIw82Y,2023-05-26,4,646,3 days
2023-05-29,-1.43956603895111,-1.3748961914101219,-0.6366924244000909,-0.8565127771398738,2.2899140990272873,-0.1397406214019026,-1.5412849985226105,135,26cvTWJq2E1QqN4jyH2OTU,2023-04-30,30,2811,29 days
2023-05-29,-0.6662129610925592,0.2566183927374109,0.8392911644921257,-0.8668389778623982,-0.9305779335308239,-0.1397406214019026,-0.30873635661793186,134,2eAvDnpXP5W0cVtiI0PUxV,2021-08-03,650,77179,664 days
2023-05-29,-0.46348933874128845,1.393539973029196,0.002385850527699366,-0.7119459670245324,-0.8352201613689417,0.6825602111195145,-0.9696682370595712,133,5eTaQYBE1yrActixMAeLcZ,2023-03-10,81,10118,80 days
2023-05-29,-0.5761135733808833,0.8347141115298444,-0.09060362880168134,-0.6809673648569593,-0.9435812660983532,0.4632799891138033,0.11997621447934777,132,2tTmW7RDtMQtBk7m2rYeSw,2022-07-07,327,59889,326 days
2023-05-29,1.6012882963179493,0.38508410802461834,0.06844787445281925,-0.28857173740103287,-0.6098290635317658,-0.1397406214019026,-0.4382432791369018,131,6Sq7ltF9Qa7SNFBsV5Cogx,2022-05-06,389,69093,388 days
2023-05-29,-1.0416270765578748,-0.6490649000374001,-0.6948557280732942,0.22773829872518614,-0.3887724098837663,-0.1397406214019026,-0.5856132254515916,130,4iZ4pt7kvcaH6Yo8UoZ4s2,2022-12-09,162,22463,171 days
2023-05-29,0.03956557598223451,-1.4327057632893652,-1.3572711310181105,-0.8152079742497763,2.3939407595675224,-0.1397406214019026,-0.4784350826772718,129,0qCPD6ilr9nXkI4KVZgcns,2023-05-14,16,1957,15 days
2023-05-29,-1.2218258519812264,-0.21870475382525595,0.4964148990112046,-0.8565127771398738,-0.687849058936942,-0.1397406214019026,-1.3179972010761107,128,3sqrvkNC6IPTIXvvbx9Arw,2023-03-19,72,5320,71 days
2023-05-29,0.5576370553243709,0.6291689670703124,1.8999923554850575,-0.6603149634119105,-0.9132401567741181,-0.1397406214019026,0.28520918458975725,127,54ipXppHLA8U4yqpOFTUhr,2022-07-01,333,49531,332 days
2023-05-29,-0.4184396448854505,-0.20585818229653519,-0.6445911446520074,-0.44346474823889853,-0.6835146147477655,-0.1397406214019026,-1.9030112303859401,126,7KokYm8cMIXCsGVmUvKtqf,2022-10-21,95,11307,220 days
2023-05-29,0.7979020892221734,0.7640579681218803,0.4411238572477891,-0.6912935655794837,0.5474675349783493,-0.1397406214019026,0.9640040888271165,125,65FftemJ1DbbZ45DUfHJXE,2023-01-02,148,24309,147 days
2023-05-29,1.3760398270387597,-0.38571018369862564,0.14276765136857913,-0.8048817735272519,1.6830919125425823,-0.1397406214019026,0.8746889698485165,124,5Odq8ohlgIbQKMZivbWkEo,2022-10-07,192,17208,234 days
2023-05-29,1.0757085346665065,-1.7217536226855816,-0.8574975587150296,-0.7739031713596787,-0.8959023800174123,-0.1397406214019026,0.3298667440790572,123,69CrOS7vEHIrhC2ILyEi0s,2023-03-31,60,9848,59 days
2023-05-29,-0.8013620426600732,0.7190949677713577,-0.06762553352337877,-0.6396625619668618,-0.8352201613689417,-0.1397406214019026,-0.20155821384361214,122,567e29TDzLwZwfDuEpGTwo,2023-01-20,130,18219,129 days
2023-05-29,0.2873388921893432,0.9503332552883311,1.8993784095018402,-0.5880315583542399,-0.22406353069506074,-0.1397406214019026,1.9554019094895752,121,3kf0WdFOalKWBkCCLJo4mA,2023-02-12,107,15132,106 days
2023-05-29,1.158299640068876,0.1474225347432853,-0.1588198491591421,-0.7635769706371544,0.7208453025454079,-0.0849205659004748,0.021729583602887795,120,5RcxRGvmYai7kpFSfxe5GY,2023-04-07,53,6932,52 days
2023-05-29,-0.7863454780414605,-1.9272987671451136,-1.0772255948137979,-0.8461865764173494,2.012509670919993,-0.1397406214019026,-1.3269287129739709,119,50x1Ic8CaXkYNvjmxe3WXy,2023-01-06,144,13511,143 days
2023-05-29,-1.1993010050533075,0.5777826809554295,-0.021310310228050158,0.04186668571974728,-0.40177574245129555,-0.1397406214019026,-1.219750570199651,118,5mHdCZtVyb4DcJw8799hZp,2023-02-03,116,18942,115 days
2023-05-29,1.6688628371017062,0.28231153579485235,0.6963961344801817,-0.371181343181228,-0.20672575393835488,-0.1397406214019026,0.09764743473469778,117,505v13epFXodT9fVAJ6h8k,2023-05-19,11,1005,10 days
2023-05-29,0.6327198784174343,1.0274126844606555,-0.47297349554218504,-0.6499887626893862,1.457700814705406,-0.1397406214019026,0.7898396068188466,116,6n2P81rPk2RTzwnNNgFOdb,2023-05-26,4,368,3 days
2023-05-29,0.009532446745009205,-0.7132977576810039,0.12661117812602263,-0.2782455366785085,-0.7268590566395302,-0.1397406214019026,-0.7061886360727015,115,6TBzRwnX2oYd8aOrOuyK1p,2023-01-13,130,17836,136 days
2023-05-29,0.7303275484384164,0.828290825765484,0.23288486878817202,0.32067410522790535,0.2353875533576441,-0.1397406214019026,0.7317847794827571,114,7mpdNiaQvygj2rHoxkzMfa,2023-05-22,8,1059,7 days
2023-05-29,-0.7112626549483972,0.11530610592148341,0.5075449139116324,-0.8771651785849226,-0.9825912638009414,-0.1397406214019026,-0.34446240420937185,113,7j4OmvkjRz0PrjFADlHfQx,2021-10-11,167,11847,595 days
2023-05-29,1.4210895208945975,-2.685246487339637,1.8960968502699076,0.7027435319613075,-0.5188057355590601,12.103405107250309,-1.4564356354929406,112,2mnXxnrX5vCGolNkaFvVeM,2022-12-02,179,29660,178 days
2023-05-29,-1.4996322974255605,1.5733919744312865,0.13953635672006784,-0.670641164134435,-0.9955945963684708,-0.1397406214019026,-0.6704625884812615,111,5w40ZYhbBMAlHYNDaVJIUu,2023-04-14,39,5720,45 days
2023-05-29,1.2559073100898583,-0.5077526132214727,-0.0737290900816779,-0.43313854751637415,-0.6271668402884717,-0.1397406214019026,0.17803104181543725,110,2CeKVsFFXG4QzA415QygGb,2022-09-14,258,38760,257 days
2023-05-29,-0.9740525357741185,-0.03885275242316552,-0.5375993885124111,-0.7945555728047274,-0.8005446078555302,-0.1397406214019026,-1.393915052207921,109,1FEiijYPJtyswChfcpv3p0,2022-07-24,289,17632,309 days
2023-05-29,0.7153109838198038,-0.8481867587325717,-0.7759971270248002,-0.4124861460713254,0.06634422997976219,-0.1397406214019026,-0.9562709692127812,108,3p7XQpdt8Dr6oMXSvRZ9bg,2023-05-05,25,3333,24 days
2023-05-29,-0.7412957841856225,-1.3106633337665181,-0.36490464118641824,-0.8978175800299714,-0.2934146377218841,-0.1397406214019026,-1.5859425580119102,107,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,2251,200148,2278 days
2023-05-29,-0.9515276888461996,-0.6940279003879227,-1.9091044504360957,-0.8255341749723006,0.9635741771392897,0.0064461932685715515,-1.3715862724632708,106,1xK59OXxi2TAAAbmZK0kBL,2022-09-04,268,39955,267 days
2023-05-29,0.26481404526142427,0.24377182120869015,-0.08378200676593527,-0.6912935655794837,-0.7225246124503537,-0.1397406214019026,-0.9518052132638511,105,5IgjP7X4th6nMNDh4akUHb,2022-07-23,311,50100,310 days
2023-05-29,0.5801619022522899,0.16026910627200602,0.21277903541965726,-0.6809673648569593,-0.865561270693177,-0.04837386223285626,0.7809080949209866,104,51FvjPEGKq2zByeeEQ43V9,2023-03-03,87,10581,87 days
2023-05-29,0.9405594530989927,-1.6960604796281402,-2.0002987660718587,3.9348443581114383,-0.9175746009632946,-0.1397406214019026,-0.07205129132464218,103,7sliFe6W30tPBPh6dvZsIH,2023-05-10,20,1809,19 days
2023-05-29,-0.19319117560626076,-0.8481867587325717,-0.8801166212546087,-0.7739031713596787,2.723358517944933,-0.1397406214019026,-0.6838598563280515,102,5O2P9iiztwhomNh8xkR9lJ,2020-07-23,359,22049,1040 days
2023-05-29,0.42999625606616343,-0.835340187203851,0.3330550028920223,-0.536400554741618,1.3103297122734068,-0.1397406214019026,1.7946346953280958,101,0RiRZpuVRbi7oqRdSMwhQY,2019-09-16,1298,130636,1351 days
2023-05-29,0.8804931946245421,1.168724971276583,0.8859654205261779,-0.6396625619668618,-0.856892382314824,-0.1397406214019026,0.7541135592274066,100,4uOBL4DDWWVx4RhYKlPbPC,2023-05-16,14,1164,13 days
2023-05-29,-0.9515276888461996,-0.661911471566121,1.8986603440243934,3.0364648952518176,-0.21972908650588427,-0.1397406214019026,-0.33999664826044185,99,5wG3HvLhF6Y5KTGlK0IW3J,2022-12-02,90,9842,178 days
2023-05-29,0.26481404526142427,-1.3877427629388426,-1.8645843908343844,-0.30922413884608163,0.11835756024987977,-0.12146726956809334,-1.8985454744370103,98,5jQI2r1RdgtuT8S3iG8zFC,2022-10-21,219,25132,220 days
2023-05-29,-0.05804209403874772,-0.8417634729682113,-1.1475960116035995,2.365261848287733,0.40443087673552625,-0.1397406214019026,-0.13010611866073216,97,68Dni7IE4VyPkTOH9mRWHr,2022-01-04,499,41790,510 days
2023-05-29,-1.5521902735907047,-0.05812260971624664,0.3542379344767075,-0.6809673648569593,-0.18938797718164901,-0.1397406214019026,1.1426343267843164,96,6Um358vY92UBv5DloTRX9L,2022-12-27,154,20729,153 days
2023-05-29,0.7303275484384164,0.9503332552883311,1.8990409187274404,-0.8152079742497763,-0.8482234939364711,-0.1397406214019026,1.8348264988684657,95,6JIC3hbC28JZKZ8AlAqX8h,2022-04-19,406,56700,405 days
2023-05-29,-0.9290028419182806,1.8174768334769806,0.9021218937687343,-0.17498352945326473,-0.5144712913698836,-0.1397406214019026,1.397182415873326,94,7ovUcF5uHTBRzUpB6ZOmvt,2023-04-16,44,3983,43 days
2023-05-29,-0.10309178789458484,-0.28936089723322006,-1.01654906196953,-0.10270012439559402,-0.8828990474498829,-0.1397406214019026,-0.11224309486501216,93,0JXXNGljqupsJaZsgSbMZV,2022-12-12,167,24307,168 days
2023-05-29,-1.3344500866208213,1.2843441150350696,-0.20477603971574723,-0.5777053576317155,-0.9912601521792944,-0.1397406214019026,-1.2912026653825308,92,58ge6dfP91o9oXMzq3XkIS,2021-02-01,521,59335,847 days
2023-05-29,1.9241444356181205,-0.8738799017900132,-0.18718343551829683,0.5168719189558687,-0.8698957148823535,-0.1397406214019026,0.4504421547001672,91,6UN73IYd0hZxLi8wFPMQij,2023-01-18,131,18721,131 days
2023-05-29,0.6477364430360468,0.3080046788522939,0.002385850527699366,-0.7222721677470567,-0.9522501544767061,-0.1397406214019026,-1.4251753438504309,90,6l8mgVN9Xf1hiDIFGA6CTE,2023-05-20,10,1209,9 days
2023-05-29,-1.4771074504976416,-1.5868646216340139,-0.13763691757445692,-0.8048817735272519,2.2552385455138753,-0.1397406214019026,-0.34446240420937185,89,7qEHsqek33rTcFNT9PFqLf,2019-05-17,1464,203432,1473 days
2023-05-29,0.31737202142656856,0.28873482155921276,0.13774119302645044,-0.7842293720822031,-0.8828990474498829,-0.1397406214019026,0.9327437971846065,88,6dgUya35uo964z7GZXM07g,2023-01-12,138,14625,137 days
2023-05-29,-2.6033497968935895,-2.287002769949294,-1.7281519501194629,-0.7945555728047274,3.048441832133168,-0.1397406214019026,-1.8002988435605503,87,0u2P5u6lvoDfwTYjAADbn4,2018-04-20,1698,198747,1865 days
2023-05-29,-0.38089823333891887,0.21807867815124937,-0.16133307833020644,-0.7119459670245324,-0.6531735054235304,-0.1397406214019026,-1.139366963118911,86,3k3NWokhRRkEPhCzPmV8TW,2022-05-06,389,62663,388 days
2023-05-29,0.8955097592431548,-1.3620496198814012,-1.1440056842163648,-0.38150754390375236,-0.7398623892070596,-0.1397406214019026,0.09318167878576777,85,7aRCf5cLOFN1U7kvtChY1G,2023-04-07,53,7723,52 days
2023-05-29,-1.2668755458370644,-0.3214773260550219,0.23934745808519461,-0.6603149634119105,0.2960697720061146,-0.1397406214019026,1.0399219399589266,84,0IKeDy5bT9G0bA7ZixRT4A,2022-12-30,151,22242,150 days
2023-05-29,1.0531836877385876,0.3593909649671768,0.225345181274979,0.5788291232910151,-0.23706686326259013,-0.1397406214019026,1.9509361535406453,83,7MVIfkyzuUmQ716j8U7yGR,2023-02-24,95,12665,94 days
2023-05-29,-0.6211632672367213,-0.7582607580315265,-0.5110309658468737,-0.7325983684695812,-0.5404779565049423,-0.1397406214019026,-1.4742986592886604,82,1R0a2iXumgCiFb7HEZ7gUE,2017-12-02,287,22144,2004 days
2023-05-29,1.5787634493900304,0.10888282015712304,0.8863244532649013,-0.371181343181228,-0.9869257079901179,-0.1397406214019026,0.6201408807595071,81,7lQ8MOhq6IN2w8EYcFNSUk,2017-11-11,607,56590,2025 days
2023-05-29,-1.6047482497558492,0.5071265375474654,-0.5020551473787868,-0.7429245691921056,0.8682164049774075,-0.1397406214019026,-0.05865402347785218,80,7yq4Qj7cqayVTp3FF9CWbm,2018-07-15,841,37152,1779 days
